url,collection_number,title,creator,date_range,extent,language_of_materials,repository,sponsor,abstract,physical_description,total_elements,total_items,total_digitised_items,total_searchable
http://nla.gov.au/nla.obj-340771112/findingaid,MS 9215 et al,Papers of Ernest Llewellyn,Ernest Llewellyn,1911-2004,"14.55 metres (51 boxes, 4 cartons, 1 small carton, 1 volume)",English,National Library of Australia,,,,160,128,0,1
http://nla.gov.au/nla.obj-742825363/findingaid,M1829 - M1830,Papers of Ernest Tristram Crutchley (as filmed by the AJCP),"Crutchley, Ernest Tristram",1928 - 1940,15 items,English,Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) online portal was created with the assistance of the Australian Public Service Modernisation Fund, 2017-2020.
The National Library of Australia gratefully acknowledges the contribution of the other foundation AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's most extensive collaborative copying project, operating from 1948 to 1997.",,,24,21,20,25
http://nla.gov.au/nla.obj-1127490900/findingaid,M2413 - M2414,Papers of Ernest Westlake (as filmed by the AJCP),"Westlake, Ernest",1826 - 1976,11 items,English,Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) online portal was created with the assistance of the Australian Public Service Modernisation Fund, 2017-2020. The National Library of Australia gratefully acknowledges the contribution of the other foundation AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's most extensive collaborative copying project, operating from 1948 to 1997.",,,13,11,11,14
http://nla.gov.au/nla.obj-299883205/findingaid,MS 766,Papers of Ernest William Pearson Chinnery,Ernest William Pearson Chinnery,1897-1971,"8.43 metres (61 boxes, 8 folio items)",English,National Library of Australia,,,,533,503,1,1
http://nla.gov.au/nla.obj-229739163/findingaid,MS 1925,Papers of Ernest and Virtie Crome,"Crome, E. A. (Ernest Alfred)",1784-1987,67.45 metres (166 boxes + 30 small folio boxes + 16 medium folio boxes + 22 large folio boxes + 1 large volume + 90 albums + 45 elephant folio items),English,NLA,This finding aid is published with the assistance of the E. A. Crome Trust. Digitisation of the aircraft and engine logs was made possible through the generous financial support of the Dick and Pip Smith Foundation.,,,3039,2039,122,1
http://nla.gov.au/nla.obj-250086000/findingaid,MS Acc13.136,Papers of Errol Flynn and Theodore Flynn,"Flynn, Errol Leslie Thomson",c.1909-1972,0.35 metres (2 ms boxes + 1 security binder),English,Special Collections (Manuscripts),,,,17,13,1,1
http://nla.gov.au/nla.obj-241396827/findingaid,MS 749,Papers of Ethel Turner,Ethel Turner,1887 - 1935,0.3 metres (2 archive boxes),English,Special Collections (Manuscripts),,,,5,5,0,1
http://nla.gov.au/nla.obj-293578441/findingaid,MS 6249,Papers of Eva Isaacs,Eva Isaacs,1962-1982,3.22 metres (23 boxes),English,National Library of Australia,,,,37,26,0,1
http://nla.gov.au/nla.obj-742272545/findingaid,M404,Papers of Evelyn Pitfield Shirley Sturt (as filmed by the AJCP),"Sturt, Evelyn Pitfield Shirley",1852 - 1960,6 items,English,Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) Online Portal was created with the assistance of the Australian Public Service Modernisation Fund, 2017-2020.
The National Library of Australia gratefully acknowledges the contribution of the other foundation AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's most extensive collaborative copying project, operating from 1948 to 1997.",,,6,6,6,7
http://nla.gov.au/nla.obj-3145969474/findingaid,MS 10605,Papers of Evelyn Ruth Scott,"Scott, Evelyn Ruth, Dr, AO (1935-2017)",1977 - 2003,0.95 metres (1 medium folio-box + 1 custom phase box + 3 folders),English,Special Collections (Manuscripts),,,,14,10,0,1
http://nla.gov.au/nla.obj-242362717/findingaid,MS 7208,Papers of F. J. H. Letters,Francis Joseph Henry Letters,1930-1964,0.6 metres (4 ms boxes),English,National Library of Australia,,,,26,21,0,1
http://nla.gov.au/nla.obj-296323524/findingaid,MS 6890,Papers of F.L. McDougall,F.L. McDougall,1903-1958,0.56 metres (4 boxes),English,National Library of Australia,,,,36,31,0,1
http://nla.gov.au/nla.obj-2842800406/findingaid,MS Acc09.067,Papers of Felicia Hopkins,,1856-1986,0.30 metres (2 ms boxes),English,Special Collections (Manuscripts),,,,63,54,0,1
http://nla.gov.au/nla.obj-291879559/findingaid,MS 8119,Papers of Ferdinand Henry Wright,Ferdinand Henry Wright,1897-1978,4.4 metres (31 boxes),English,National Library of Australia,,,,25,24,0,1
http://nla.gov.au/nla.obj-762664990/findingaid,M2010-M2012,Papers of Florence Nightingale (as filmed by the AJCP),"Nightingale, Florence",1857 - 1885,11 items,English,Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) online portal was created with the assistance of the Australian Public Service Modernisation Fund, 2017-2020.
The National Library of Australia gratefully acknowledges the contribution of the other foundation AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's most extensive collaborative copying project, operating from 1948 to 1997.",,,26,16,16,44
http://nla.gov.au/nla.obj-766358561/findingaid,MS 10441,Papers of Franceska Jordan,"Jordan, Franceska",1949 - 2018,0.72 metres (4 archive boxes),English,Special Collections (Manuscripts),,,,54,53,0,1
http://nla.gov.au/nla.obj-836340376/findingaid,M2514,Papers of Francis C. Taylor (as filmed by the AJCP),"Taylor, Francis C.",16 February 1850 - 13 June 1850,1 items,English,Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) online portal was created with the assistance of the Australian Public Service Modernisation Fund, 2017-2020.
The National Library of Australia gratefully acknowledges the contribution of the other foundation AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's most extensive collaborative copying project, operating from 1948 to 1997.",,,1,1,1,2
http://nla.gov.au/nla.obj-243522556/findingaid,MS 4833,Papers of Francis Edward Doyle,Frank Doyle,1972-1974,2.34 metres (13 archive boxes),English,National Library of Australia,,,,96,96,0,1
http://nla.gov.au/nla.obj-243546905/findingaid,MS 4987,Papers of Francis Eric Hitchins,Francis Eric Hitchins,1931-1973,3.96 metres (22 archive boxes),English,National Library of Australia,,,,118,118,0,1
http://nla.gov.au/nla.obj-241419603/findingaid,MS 8990,Papers of Francis Gordon Lennox,Francis Gordon Lennox,1854-1994,2.25 metres (11 ms boxes + 1 large folio box),English,National Library of Australia,,,,111,103,0,1
http://nla.gov.au/nla.obj-252405082/findingaid,MS 8657 and MS Acc04.138,Papers of Francis James,Francis James,1939-1992,11.1 metres (15 boxes + 16 A3 cartons + 1 small box),English,National Library of Australia,,,,33,32,0,1
http://nla.gov.au/nla.obj-241534622/findingaid,MS 2493,Papers of Francis Ratcliffe,Francis Ratcliffe,1931-1971,1.44 metres (8 archive boxes),English,National Library of Australia,,,,9,9,0,1
http://nla.gov.au/nla.obj-341293187/findingaid,MS 9471,Papers of Francis West,Francis West,1949-2012,"6.06 metres (35 boxes, 1 folio box, 1 carton, 2 files)",English,National Library of Australia,,,,164,143,0,1
http://nla.gov.au/nla.obj-245689985/findingaid,MS 7620,Papers of Frank Benson Horner,Frank Benson Horner,1980-1994,1.8 metres (13 boxes + 1 folio packet),English,National Library of Australia,,,,70,63,0,1
http://nla.gov.au/nla.obj-296723195/findingaid,MS 3657 and MS Acc09.050,Papers of Frank Brennan,Frank Brennan,1966-2003,"2.17 metres (14 boxes, 1 packet)",English,National Library of Australia,,,,8,7,0,1
http://nla.gov.au/nla.obj-245236116/findingaid,MS 4951,Papers of Frank Clune,Frank Clune,1930-1992,35.46 metres (241 boxes + 2 folio items),English,National Library of Australia,,,,1059,1048,0,1
http://nla.gov.au/nla.obj-347236442/findingaid,MS 1945,Papers of Frank Dalby Davison,Frank Dalby Davison,1859-1970,"2 metres (13 boxes, 1 folio item)",English,National Library of Australia,,,,98,93,0,1
http://nla.gov.au/nla.obj-424100877/findingaid,MS Acc11.106,Papers of Frank Dalby Davison and Marie Davison,Frank Dalby Davison and Marie Davison,1930-1990,2.1 metres (11 ms boxes + 1 small folio box),English,National Library of Australia,,,,18,10,0,1
http://nla.gov.au/nla.obj-242454898/findingaid,MS 7934,Papers of Frank Eyre,Frank Eyre,1948-1988,0.56 metres (4 boxes),English,National Library of Australia,,,,26,26,0,1
http://nla.gov.au/nla.obj-415824983/findingaid,MS 4887,Papers of Frank Hardy,"Hardy, Frank",1931-1988,42.35 metres (242 ms boxes + 1 small folio box + 9 medium folio boxes + 1 large folio box + 1 elephant folio),English,NLA,,,,308,281,0,1
http://nla.gov.au/nla.obj-223125568/findingaid,MS 883,Papers of Frank Hurley,"Hurley, Frank, 1885-1962",1912-1963,1.12 metres (8 boxes),English,National Library of Australia,,"Diaries kept on Antarctic expeditions, New Guinea expeditions, during World War I and II and during an Australian tour, together with typescripts of publications, scripts of radio talks and films, personal papers and newspaper cuttings covering his expeditions and career.",,87,83,29,1
http://nla.gov.au/nla.obj-347240762/findingaid,MS 2066,Papers of Frank Hutchens,Frank Hutchens,1905-1965,0.46 metres (various),English,National Library of Australia,,,,95,80,0,1
http://nla.gov.au/nla.obj-291941526/findingaid,MS 8272,Papers of Frank Johnston,Frank Johnston,1936-1981,2.8 metres (20 boxes),English,National Library of Australia,,,,90,90,0,1
http://nla.gov.au/nla.obj-297850333/findingaid,"MS 7071, MS Acc09.108",Papers of Frank Kellaway,Frank Kellaway,1942-2009,3.75 metres (25 boxes),English,National Library of Australia,,,,95,80,0,1
http://nla.gov.au/nla.obj-243521640/findingaid,MS 4816,Papers of Frank McManus,Frank McManus,1943-1974,1.98 metres (11 archive boxes),English,National Library of Australia,,,,33,33,0,1
http://nla.gov.au/nla.obj-293496468/findingaid,MS 5798,Papers of Frank Moorhouse,Frank Moorhouse,1951-1970,0.64 metres (various),English,National Library of Australia,,,,22,22,0,1
http://nla.gov.au/nla.obj-244416916/findingaid,MS 6128,Papers of Frank Stewart,Frank Stewart,1954-1979,6.48 metres (36 archive boxes),English,National Library of Australia,,,,166,166,0,1
http://nla.gov.au/nla.obj-425187817/findingaid,MS Acc13.183,Papers of Frank Stilwell,Frank Stilwell,1964 - 2013,6.6 metres (44 MS boxes),English,National Library of Australia,,,,143,129,0,1
http://nla.gov.au/nla.obj-328049363/findingaid,MS 7942,Papers of Frank Waters,Frank Waters,1935-1980,"3.3 metres (23 boxes, folio item)",English,National Library of Australia,,,,17,11,0,1
http://nla.gov.au/nla.obj-416170283/findingaid,MS 8809,Papers of Franz Holford,Franz Holford,1935-1984,"0.21 metres (1 box, 1 folder, 1 folio package)",English,NLA,,,,13,13,0,1
http://nla.gov.au/nla.obj-248221670/findingaid,MS Acc10.080,Papers of Fred Blanks,Fred Blanks,1916-2010,3.75 metres (25 ms boxes),English,National Library of Australia,,,,116,66,0,1
http://nla.gov.au/nla.obj-2855009293/findingaid,MS 10540,Papers of Fred Blanks,"Blanks, Fred R.",1944-1988,3.0 metres (20 ms boxes),English,Special Collections (Manuscripts),,,,22,21,0,1
http://nla.gov.au/nla.obj-290966064/findingaid,"MS Acc03.054, Acc03.118, Acc07.057.MS Acc09.046, Acc09.152, Acc12.108",Papers of Fred Chaney,"Chaney, Fred, Mr.",1953-2012,34.35 metres (176 boxes + 21 cartons + 1 small box + 2 folio items + 1 packet),English,Special Collections (Manuscripts),,,,1119,1056,33,1
http://nla.gov.au/nla.obj-370493268/findingaid,MS 9300,Papers of Fred Daly,Fred Daly,1938-1995,"20 metres (142 boxes, 3 temporary boxes)",English,National Library of Australia,,,,580,566,0,1
http://nla.gov.au/nla.obj-339192324/findingaid,MS 10198,Papers of Fred and Elizabeth Brenchley,,c. 1913-2015,3 metres (20 ms boxes),English,National Library of Australia,,,,69,65,0,1
http://nla.gov.au/nla.obj-246978398/findingaid,Acc05.142,Papers of Fred and Merrelyn Emery,Fred and Merrelyn Emery,1943-1997,5.1 metres (10 archives boxes + 2 cartons),English,National Library of Australia,,,,2180,2180,0,1
http://nla.gov.au/nla.obj-296601343/findingaid,MS 7936,Papers of Freda Thompson,Freda Thompson,1918-1985,"0.56 metres (4 boxes, 2 folio boxes)",English,National Library of Australia,,,,83,69,0,1
http://nla.gov.au/nla.obj-290619203/findingaid,MS 423,Papers of Frederic William Eggleston,Frederic William Eggleston,1911-1954,5.4 metres (34 boxes),English,National Library of Australia,,,,23,23,0,1
http://nla.gov.au/nla.obj-742838165/findingaid,M837,Papers of Frederick A. Edelsten (as filmed by AJCP),"Edelsten, Frederick A.",1867 - 1868,4 items,English,Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) Online Portal was created with the assistance of the Australian Public Service Modernisation Fund, 2017-2020.
The National Library of Australia gratefully acknowledges the contribution of the other foundation AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's most extensive collaborative copying project, operating from 1948 to 1997.",,,4,4,4,5
http://nla.gov.au/nla.obj-415071986/findingaid,MS 8476,Papers of Frederick Blakeney,Frederick Blakeney,1942-1986,0.75 metres (5 boxes),English,NLA,,,,6,6,0,1
http://nla.gov.au/nla.obj-727912155/findingaid,M550 - M576,Papers of Frederick Charles Danvers (as filmed by the AJCP),Dutch East India Company,1600 - 1700,112 items,EnglishLanguage of materials is both Dutch and English translations of the Dutch.,Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) online portal was created with the assistance of the Australian Public Service Modernisation Fund, 2017-2020.
The National Library of Australia gratefully acknowledges the contribution of the other foundation AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's most extensive collaborative copying project, operating from 1948 to 1997.",,,117,110,110,118
http://nla.gov.au/nla.obj-241397528/findingaid,MS 759,Papers of Frederick J. Riley,"Riley, F. J. (Frederick John)",1888-1968,5.21 metres (70 ms boxes + 1 small folio box + 4 medium folio boxes + 2 map folios + 1 folio + 1 volume + 1 packet),English,Special Collections (Manuscripts),,,,23,23,0,1
http://nla.gov.au/nla.obj-328017188/findingaid,MS 3662,Papers of Frederick Osborne,Frederick Osborne,1945-1984,7.28 metres (various),English,National Library of Australia,,,,190,171,0,1
http://nla.gov.au/nla.obj-753520158/findingaid,M1173,"Papers of Frederick Robinson Goderich, 1st Viscount (as filmed by the AJCP)","Robinson Goderich, Frederick John, 1st Viscount Goderich",1831 - 1832,4 items,English,Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) online portal was created with the assistance of the Australian Public Service Modernisation Fund, 2017-2020.
The National Library of Australia gratefully acknowledges the contribution of the other foundation AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's most extensive collaborative copying project, operating from 1948 to 1997.",,,71,67,67,72
http://nla.gov.au/nla.obj-231621690/findingaid,MS 3095,Papers of Frederick Septimus Kelly,"Kelly, Frederick Septimus, 1881-1916",1893 - 1926,1.40 metres (5 folio boxes),English,Special Collections (Manuscripts),,,,73,65,10,1
http://nla.gov.au/nla.obj-762992443/findingaid,M2645-M2648,Papers of Frederick W. Dalley (as filmed by the AJCP),"Dalley, Frederick W.",1920 - 1959,79 items,English,Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) online portal was created with the assistance of the Australian Public Service Modernisation Fund, 2017-2020.
The National Library of Australia gratefully acknowledges the contribution of the other foundation AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's most extensive collaborative copying project, operating from 1948 to 1997.",,,118,99,85,133
http://nla.gov.au/nla.obj-296585479/findingaid,"MS 7887, MS Acc18.053",Papers of Frederick Watson,"Watson, Frederick",1814 - 1979,14.67 metres (79 boxes + 2 folio boxes+ 2 pieces + 1 medium phase box),English,Special Collections (Manuscripts),,,,238,221,0,1
http://nla.gov.au/nla.obj-327977493/findingaid,MS 2809,Papers of Fritz Bennicke Hart,Fritz Bennicke Hart,1898 - 1951,1.13m metres (1 small folio box + 2 security binders + 5 archives boxes + 3 folders),English,Special Collections (Manuscripts),,,,55,51,0,1
http://nla.gov.au/nla.obj-247960360/findingaid,MS Acc10.089,Papers of Gareth Roberts,Gareth Roberts,1909-2001,2.25 metres (15 ms boxes),English,National Library of Australia,,,,308,291,0,1
http://nla.gov.au/nla.obj-327916994/findingaid,MS 10135,Papers of Garry Woodard,"Woodard, Garry, Mr",1944 - 2014,2.7 metres (17 ms boxes),English,National Library of Australia,,,,103,87,0,1
http://nla.gov.au/nla.obj-3114837487/findingaid,"MS Acc05.084, MS Acc12.147",Papers of Gary Catalano,"Catalano, Gary",c. 1960-2010,3.48 metres (20 ms boxes + 1 folio box + 1 packet),English,Special Collections (Manuscripts),,,,198,197,0,1
http://nla.gov.au/nla.obj-249133688/findingaid,MS Acc09.005,Papers of Gary Pearson,Gary Pearson,1971-2009,1.35 metres (3 boxes + 2 poster rolls),English,National Library of Australia,,,,20,20,0,1
http://nla.gov.au/nla.obj-253007907/findingaid,MS 1209,Papers of Gavin Souter,Gavin Souter,1959-1963,0.36 metres (2 archive boxes),English,National Library of Australia,,,,19,16,0,1
http://nla.gov.au/nla.obj-336923581/findingaid,MS 8604,Papers of Gavin Souter,Gavin Souter,1959-1991,"9.94 metres (71 boxes, 1 folio)",English,National Library of Australia,,,,310,301,0,1
http://nla.gov.au/nla.obj-252406349/findingaid,"MS Acc05.107, MS Acc06.091 and MS Acc09.088",Papers of Gay Bilson,Gay Bilson,ca. 1970-1998,3.8 metres (16 boxes + 1 folio box + 1 folio packet),English,Special Collections (Manuscripts),,,,73,70,0,1
http://nla.gov.au/nla.obj-229738465/findingaid,MS 1884,Papers of General Sir John Monash,"Monash, John, General Sir",1801 - 1983,60 metres (258 ms boxes + 2 medium folio boxes + 2 large folio boxes + 2 outsized phase boxes + 18 medium phase boxes + 2 slide boxes + 11 glass negative/slide boxes + 4 map folios),English,Special Collections (Manuscripts),,,,2155,2093,1860,2205
http://nla.gov.au/nla.obj-743411607/findingaid,M1199 - M1200,Papers of General William H.A. Feilding (as filmed by the AJCP),"Feilding, William Henry Adelbert, General",1871 - 1924,15 items,English,Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) online portal was created with the assistance of the Australian Public Service Modernisation Fund, 2017-2020.
The National Library of Australia gratefully acknowledges the contribution of the other foundation AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's most extensive collaborative copying project, operating from 1948 to 1997.",,,25,15,15,26
http://nla.gov.au/nla.obj-2990703948/findingaid,MS 10584,Papers of Geoff Easdown,"Easdown, Geoff",1942-2003,0.45 metres (3 MS Boxes),English,Special Collections (Manuscripts),,,,15,14,0,1
http://nla.gov.au/nla.obj-438068137/findingaid,MS Acc04.128 et al.,Papers of Geoff Harcourt,"Harcourt, Geoff, AO, Emeritus Professor (Geoffrey Colin)",1939-2016,36.6 metres (175 boxes) + 19 cartons + 1 packet + 2 metal drawers + 5 letter boxes + 2 elephant folios.,English,Special Collections (Manuscripts),,,,625,622,0,1
http://nla.gov.au/nla.obj-2990814370/findingaid,MS 10582,Papers of Geoff Mullen,"Mullen, Geoff",1960s-1990s,1.35 metres (5 ms boxes + 1 large folio box),English,Special Collections (Manuscripts),,,,29,28,0,1
http://nla.gov.au/nla.obj-680144642/findingaid,"MS Acc05.053, Acc05.139, Acc06.118, Acc07.006, MS Acc16.016",Papers of Geoffrey Bolton,"Bolton, G.C., Professor (Geoffrey Curgenven)",1932 - 2015,8.4 metres (55 ms boxes + 1 card box),English,Special Collections (Manuscripts),,,,194,177,0,1
http://nla.gov.au/nla.obj-250047884/findingaid,MS Acc12.136,Papers of Geoffrey Brady,Geoffrey Brady,1944-2012,4.2 metres (25 ms boxes + 1 medium folio box),English,National Library of Australia,,,,333,326,0,1
http://nla.gov.au/nla.obj-298856975/findingaid,MS 9422,Papers of Geoffrey C. Ingleton,Geoffrey C. Ingleton,1854-1988,0.14 metres (1 folio box),English,NLA,,,,7,7,0,1
http://nla.gov.au/nla.obj-240916755/findingaid,MS 9087,Papers of Geoffrey Eliasson,Geoffrey Eliasson,c. 1970-1984,0.15 metres (1 ms box),English,National Library of Australia,,,,9,9,0,1
http://nla.gov.au/nla.obj-299011635/findingaid,MS 9326,Papers of Geoffrey Fairbairn,Geoffrey Fairbairn,1832-1982,"1.96 metres (14 boxes, 1 folio box)",English,National Library of Australia,,,,37,31,0,1
http://nla.gov.au/nla.obj-298092567/findingaid,"MS 7336, MS Acc02.230",Papers of Geoffrey Ingram,Geoffrey Ingram,1930-1970,"6.55 metres (37 boxes, 1 small carton, 1 folio)",English,National Library of Australia,,,,59,53,0,1
http://nla.gov.au/nla.obj-369303734/findingaid,MS 9918,Papers of Geoffrey Loftus-Hills,"Loftus-Hills, G., 1910-1999",1921-1999,0.45 metres (3 boxes),English,National Library of Australia,,,,15,15,0,1
http://nla.gov.au/nla.obj-663298569/findingaid,"MS Acc04.252, MS Acc05.150, MS Acc05.186 .MS Acc06.117, MS Acc07.016, MS Acc12.050",Papers of Geoffrey Parsons,"Parsons, Geoffrey",1950-2005,6.84 metres (35 ms boxes + 1 archives box + 1 medium folio box + 1 map folio packet + 1 medium folio packet + 1 folder) + obsolete carriers,English,Special Collections (Manuscripts),,,,635,610,331,1
http://nla.gov.au/nla.obj-294456838/findingaid,MS 8373,Papers of Geoffrey Rothwell,Geoffrey Rothwell,1942-1987,"6.16 metres (44 boxes, 6 folios)",English,National Library of Australia,,,,40,21,0,1
http://nla.gov.au/nla.obj-247865795/findingaid,MS 2986,Papers of George Coedes,George Coedes,1902-1968,0.32 metres (1 ms box + 1 archives box),English,NLA,,,,345,323,0,1
http://nla.gov.au/nla.obj-299202620/findingaid,MS 9395,Papers of George Collingridge,George Collingridge,1895-1930,"1.4 metres (10 boxes, 1 folio)",English,National Library of Australia,,,,61,43,0,1
http://nla.gov.au/nla.obj-742839357/findingaid,M841,Papers of George Everett (as filmed by the AJCP),"Everett, George","1838-1855, 1949",15 items,English,Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) online portal was created with the assistance of the Australian Public Service Modernisation Fund, 2017-2020.
The National Library of Australia gratefully acknowledges the contribution of the other foundation AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's most extensive collaborative copying project, operating from 1948 to 1997.",,,16,15,15,16
http://nla.gov.au/nla.obj-250828688/findingaid,MS 1827,Papers of George Foster Pearce,George Foster Pearce,1909-1937,0.15 metres (7 folders),English,National Library of Australia,,,,8,8,0,1
http://nla.gov.au/nla.obj-251985600/findingaid,MS 213,Papers of George Foster Pearce,George Foster Pearce,1909-1937,0.56 metres (4 boxes),English,National Library of Australia,,,,331,323,0,1
http://nla.gov.au/nla.obj-250829173/findingaid,MS 1927,Papers of George Foster Pearce,George Foster Pearce,1909-1952,0.7 metres (5 boxes + 1 folio),English,National Library of Australia,,,,49,45,0,1
http://nla.gov.au/nla.obj-762624942/findingaid,M1890 - M1892,"Papers of George Hamilton Gordon, 4th Earl of Aberdeen (as filmed by the AJCP)","Gordon, George Hamilton, 4th Earl of Aberdeen, 1st Viscount Gordon",1828 - 1855,59 items,English,Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) online portal was created with the assistance of the Australian Public Service Modernisation Fund, 2017-2020.
The National Library of Australia gratefully acknowledges the contribution of the other foundation AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's most extensive collaborative copying project, operating from 1948 to 1997.",,,307,237,237,366
http://nla.gov.au/nla.obj-296577086/findingaid,MS 7842,Papers of George Houstoun Reid,Sir George Houstoun Reid,1855-1989,"1.76 metres (4 boxes, 2 folio boxes)",English,National Library of Australia,,,,148,138,0,1
http://nla.gov.au/nla.obj-243549520/findingaid,MS 5027,Papers of George Johnston,George Johnston,1951-1970,1.08 metres (6 archive boxes),English,National Library of Australia,,,,55,50,1,1
http://nla.gov.au/nla.obj-761703889/findingaid,M2780-M2793,Papers of George Kingsley Roth (as filmed by the AJCP),"Roth, George Kingsley",1872 - 1959,110 items,English,Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) online portal was created with the assistance of the Australian Public Service Modernisation Fund, 2017-2020.
The National Library of Australia gratefully acknowledges the contribution of the other foundation AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's most extensive collaborative copying project, operating from 1948 to 1997.",,,149,137,137,159
http://nla.gov.au/nla.obj-252896402/findingaid,MS 534,Papers of George Mackaness,George Mackaness,1853-1962,3.24 metres (18 archive boxes),English,National Library of Australia,,,,16,16,0,1
http://nla.gov.au/nla.obj-249172192/findingaid,MS Acc11.101,Papers of George Ogilvie,George Ogilvie,1943-2006,2.4 metres (13 ms boxes + 1 medium folio box),English,NLA,,,,124,113,0,1
http://nla.gov.au/nla.obj-742841350/findingaid,M1183,Papers of George Raper (as filmed by the AJCP),"Raper, George",1787 - 1824,5 items,English,Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) online portal was created with the assistance of the Australian Public Service Modernisation Fund, 2017-2020.
The National Library of Australia gratefully acknowledges the contribution of the other foundation AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's most extensive collaborative copying project, operating from 1948 to 1997.",,,19,17,17,20
http://nla.gov.au/nla.obj-742841038/findingaid,M979,Papers of George Robert Pearson (as filmed by the AJCP),"Pearson, George Robert",1880 - 1881,2 items,English,Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) online portal was created with the assistance of the Australian Public Service Modernisation Fund, 2017-2020.
The National Library of Australia gratefully acknowledges the contribution of the other foundation AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's most extensive collaborative copying project, operating from 1948 to 1997.",,,2,2,2,3
http://nla.gov.au/nla.obj-252847624/findingaid,MS 3338,Papers of George Robertson,George Robertson,1858-1930,0.15 metres (1 box),English,National Library of Australia,,,,2,2,0,1
http://nla.gov.au/nla.obj-242667424/findingaid,MS 3040,Papers of George Selth Coppin,"Coppin, George Selth",1845-1965,4.32 metres 24 archive boxes,English,National Library of Australia,,,,248,248,0,1
http://nla.gov.au/nla.obj-241399594/findingaid,MS 812,Papers of George Simpson,George Simpson,1926-1960,1.8 metres (10 archive boxes),English,National Library of Australia,,,,128,106,0,1
http://nla.gov.au/nla.obj-836342038/findingaid,M2004-M2006,"Papers of George Villiers, 4th Earl of Clarendon (as filmed by the AJCP)","Villiers, George, 4th Earl of Clarendon, 1800-1870",1843 - 1870,225 items,English,Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) online portal was created with the assistance of the Australian Public Service Modernisation Fund, 2017-2020. The National Library of Australia gratefully acknowledges the contribution of the other foundation AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's most extensive collaborative copying project, operating from 1948 to 1997.",,,284,226,226,284
http://nla.gov.au/nla.obj-243194071/findingaid,MS 6755,Papers of George W. Rayner,George W. Rayner,"1927-1936, 1949",0.15 metres (1 box),English,National Library of Australia,,,,22,22,0,1
http://nla.gov.au/nla.obj-581858138/findingaid,MS 684,Papers of George Wakefield,"Wakefield, George",1853 - 1887,0.06 metres (2 folders),English,Special Collections (Manuscripts),,,,33,33,32,1
http://nla.gov.au/nla.obj-1379744343/findingaid,M599,Papers of Gerald Camden Wheeler (as filmed by the AJCP),"Wheeler, Gerald, 1872-1943",1953 - 1954,28 items,English,Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) online portal was created with the assistance of the Australian Public Service Modernisation Fund, 2017-2020. The National Library of Australia gratefully acknowledges the contribution of the other foundation AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's most extensive collaborative copying project, operating from 1948 to 1997.",,,29,28,28,529
http://nla.gov.au/nla.obj-335821693/findingaid,MS 8355,Papers of Gerald Toogood,"Toogood, Gerald, 1913-1991",1930-1979,1.2 metres (8 ms boxes + 2 sound/av carriers),English,Special Collections (Manuscripts),,,,32,29,2,1
